"Territory","Year","Score","Name","Live births (absolute value)","Live births (percentage value)"
"Valle d'Aosta/Vallée d'Aoste","2018","7","EMANUELE","5","1.03"
"Valle d'Aosta/Vallée d'Aoste","2018","7","GIOELE","5","1.03"
"Valle d'Aosta/Vallée d'Aoste","2018","7","LORENZO","5","1.03"
"Valle d'Aosta/Vallée d'Aoste","2018","7","MATHIEU","5","1.03"
"Valle d'Aosta/Vallée d'Aoste","2018","7","NOAH","5","1.03"
"Valle d'Aosta/Vallée d'Aoste","2018","7","RICCARDO","5","1.03"
"Valle d'Aosta/Vallée d'Aoste","2018","8","AMIR","4","0.82"
"Valle d'Aosta/Vallée d'Aoste","2018","8","ANDREA","4","0.82"
"Valle d'Aosta/Vallée d'Aoste","2018","8","CHRISTIAN","4","0.82"
"Valle d'Aosta/Vallée d'Aoste","2018","8","DANIELE","4","0.82"
"Valle d'Aosta/Vallée d'Aoste","2018","8","ENEA","4","0.82"
"Valle d'Aosta/Vallée d'Aoste","2018","8","ETHAN","4","0.82"
"Valle d'Aosta/Vallée d'Aoste","2018","8","LUDOVICO","4","0.82"
"Valle d'Aosta/Vallée d'Aoste","2018","9","ALESSIO","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","ALEXIS","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","ANDRE'","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","DAMIANO","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","DAVIDE","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","FEDERICO","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","GIULIO","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","JACOPO","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","KEVIN","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","MATHIAS","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","MICHAEL","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","MICHELE","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","NADIR","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","NICHOLAS","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","NICOLO'","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","SAMUELE","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","9","SIMONE","3","0.62"
"Valle d'Aosta/Vallée d'Aoste","2018","10","AARON","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","ABDERRAHMAN","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","ALBERTO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","ALESSANDRO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","ALEX","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","ANTHONY","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","AXEL","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","DENNIS","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","DIEGO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","DOMENICO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","ELIA","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","EMILE","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","ENRICO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","GIANLUCA","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","GIORGIO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","HERVE'","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","JOEL","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","JULIAN","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","JULIEN","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","LUCA","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","MANUEL","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","MARCO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","MARIO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","MATTHIAS","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","MICHEL","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","OLIVER","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","RAFFAELE","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","RENE'","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","SANTIAGO","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","SEBASTIEN","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","THIERRY","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","TIMOTHY","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","YANNICK","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2018","10","YOUSSEF","2","0.41"
"Valle d'Aosta/Vallée d'Aoste","2019","1","LEONARDO","12","2.99"
"Valle d'Aosta/Vallée d'Aoste","2019","2","LIAM","10","2.49"
"Valle d'Aosta/Vallée d'Aoste","2019","3","FEDERICO","9","2.24"
"Valle d'Aosta/Vallée d'Aoste","2019","3","MATTEO","9","2.24"
"Valle d'Aosta/Vallée d'Aoste","2019","4","ALESSANDRO","8","2"
"Valle d'Aosta/Vallée d'Aoste","2019","4","EDOARDO","8","2"
"Valle d'Aosta/Vallée d'Aoste","2019","5","ANDREA","7","1.75"
"Valle d'Aosta/Vallée d'Aoste","2019","5","TOMMASO","7","1.75"
"Valle d'Aosta/Vallée d'Aoste","2019","6","LORENZO","6","1.5"
"Valle d'Aosta/Vallée d'Aoste","2019","6","MATTIA","6","1.5"
"Valle d'Aosta/Vallée d'Aoste","2019","6","NATHAN","6","1.5"
"Valle d'Aosta/Vallée d'Aoste","2019","6","SAMUELE","6","1.5"
"Valle d'Aosta/Vallée d'Aoste","2019","6","SIMONE","6","1.5"
"Valle d'Aosta/Vallée d'Aoste","2019","7","FRANCESCO","5","1.25"
"Valle d'Aosta/Vallée d'Aoste","2019","7","GABRIEL","5","1.25"
"Valle d'Aosta/Vallée d'Aoste","2019","7","LUDOVICO","5","1.25"
"Valle d'Aosta/Vallée d'Aoste","2019","7","NICOLAS","5","1.25"
"Valle d'Aosta/Vallée d'Aoste","2019","7","NICOLO'","5","1.25"
"Valle d'Aosta/Vallée d'Aoste","2019","7","NOAH","5","1.25"
"Valle d'Aosta/Vallée d'Aoste","2019","8","KILIAN","4","1"
"Valle d'Aosta/Vallée d'Aoste","2019","8","SAMUEL","4","1"
"Valle d'Aosta/Vallée d'Aoste","2019","8","SANTIAGO","4","1"
"Valle d'Aosta/Vallée d'Aoste","2019","9","ALEXIS","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","CHRISTIAN","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","ÉTIENNE","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","GABRIELE","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","JACOPO","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","LEON","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","MATHIEU","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","MATHIS","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","OMAR","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","PIETRO","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","RAYAN","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","RYAN","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","9","XAVIER","3","0.75"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ADAM","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ALBERTO","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ALESSIO","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ALEX","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ANIS","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ANTONIO","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","AXEL","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","BENJAMIN","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","CRISTIANO","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","DANIEL","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","DAVID","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","DAVIDE","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ELIA","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ELIAS","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","EMANUELE","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ENEA","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ETHAN","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","ETTORE","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","FILIPPO","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","GIOELE","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","GIORGIO","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","GIOVANNI","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","MAEL","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","MARTIN","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","MATHIAS","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","MICHELE","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","NICHOLAS","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","NICOLA","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","RICCARDO","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2019","10","RUBEN","2","0.5"
"Valle d'Aosta/Vallée d'Aoste","2020","1","LEONARDO","14","3.67"
"Valle d'Aosta/Vallée d'Aoste","2020","2","EDOARDO","9","2.36"
"Valle d'Aosta/Vallée d'Aoste","2020","2","FEDERICO","9","2.36"
"Valle d'Aosta/Vallée d'Aoste","2020","3","THOMAS","8","2.1"
"Valle d'Aosta/Vallée d'Aoste","2020","4","FRANCESCO","7","1.84"
"Valle d'Aosta/Vallée d'Aoste","2020","4","GABRIEL","7","1.84"
"Valle d'Aosta/Vallée d'Aoste","2020","4","LIAM","7","1.84"
"Valle d'Aosta/Vallée d'Aoste","2020","4","MATTIA","7","1.84"
"Valle d'Aosta/Vallée d'Aoste","2020","5","GABRIELE","6","1.57"
"Valle d'Aosta/Vallée d'Aoste","2020","6","FILIPPO","5","1.31"
"Valle d'Aosta/Vallée d'Aoste","2020","6","TOMMASO","5","1.31"
"Valle d'Aosta/Vallée d'Aoste","2020","7","ALESSANDRO","4","1.05"
"Valle d'Aosta/Vallée d'Aoste","2020","7","LORENZO","4","1.05"
"Valle d'Aosta/Vallée d'Aoste","2020","7","NICHOLAS","4","1.05"
"Valle d'Aosta/Vallée d'Aoste","2020","7","NICOLO'","4","1.05"
"Valle d'Aosta/Vallée d'Aoste","2020","7","PIETRO","4","1.05"
"Valle d'Aosta/Vallée d'Aoste","2020","7","RICCARDO","4","1.05"
"Valle d'Aosta/Vallée d'Aoste","2020","7","STEFANO","4","1.05"
"Valle d'Aosta/Vallée d'Aoste","2020","8","CEDRIC","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","DANIEL","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","DIEGO","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","DYLAN","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","ELIA","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","EMILE","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","ETHAN","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","GIACOMO","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","GIULIO","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","GIUSEPPE","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","MATHIAS","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","MATHIEU","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","MATTEO","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","NATHAN","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","NOAH","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","RAFFAELE","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","SAMUEL","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","8","SAMUELE","3","0.79"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ALBERTO","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ALEXIS","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ANDREA","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ANTONIO","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ARON","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ARTHUR","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","BJORN","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","CESARE","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","DAVID","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","DAVIDE","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","EMANUELE","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ETTORE","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","GIOVANNI","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","GREGORIO","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","KILIAN","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","LEON","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","LOIC","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","LUDOVICO","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","MIEN","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","NICOLAS","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","NICOLO","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","OMAR","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","RAPHAEL","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","RAYAN","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","SANTIAGO","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","YANNICK","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","9","ZIYAD","2","0.52"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AARON","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ADAM","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AHARON","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ALEXANDRU","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ALFIO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ALIN MARIUS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AMEDEO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AMIR","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AMIR HABIB","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AMMAR","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ANDRE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ANGELO DAVIDE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ANOEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ARTHUR ALEXANDRU","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ARTURO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AXEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AYAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AYMAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","AYRTON","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","BASTIAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","BEI DI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","BRANDO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","BRYAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CARLO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CHRISTIAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CHRISTOPHER","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CLAUDIO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CLEMY","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CRISTIAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CRISTIANO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","CRISTIAN STEFANO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","DAVIDE ANDREI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","DEVIS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","DIDIER","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","DOMENICO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","DUMITRU","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","EDOUARD","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","EGAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","EKAM SINGH","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ELIEN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","EMERIC","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","EMIL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ENEA","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ESSE MARCO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ETHIENNE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ETHYEN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ETIENNE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","FABIO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","FAHD","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","FATI ANGELO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","FERDINANDO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","GAEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","GIACOMO MARIA","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","GIOSUE'","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","GIUSEPPE YOUSSEF","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","HASSAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","HENRI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","HEREN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","IAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","IBRAHIM","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","IGNAZIO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ILYAS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ITHAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","IVAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","IVAR","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","IYAD","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JAD","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JADIR","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JASON","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JEMIN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JEREMY","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JOEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JONATHAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","JULIAN EVAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","KEVIN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","KILLY","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","KYAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LAURENT","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LEONARD","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LEONARDO DENIZ","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LEONE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LOGAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LORENZO NICOLAS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LORENZO RUZGAR","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LORIS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LUCA","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LUIGI WALTER","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","LYAM","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MADY","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MAEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MAJD","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MALAK","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MANUEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MARCEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MARCO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MARIO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MARTIN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MARTINO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MASSIMILIANO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MATEI EDUARD","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MATHIAS DAVIDE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MATHIAS LUCIANO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MATTEO ANDREI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MATTEO GABRIEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MATTHIAS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MAURIZIO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","M HAMED","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MICHEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MICHELE AYONI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MILO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","MOHAMED","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","NICCOLO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","NICCOLO'","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","NOEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","OKKES BERA","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","OTTAVIANO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PABLO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PAOLO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PARIDE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PATRICK NICHOLAS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PATRIZIO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PAVEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PETER","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","PHILIPPE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","RABII","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","RAFFAELLO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","RARES-MATEI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","RICCARDO NICOLAS","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ROBERTO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","RODRIGO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","ROGER","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","RUBEN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SAMI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SAMIR","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SASHA","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SEBASTIAN DANIEL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SEBASTIAN KAMIL","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SEBASTIEN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SERGIU ALEJANDRO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SETH","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SHIHAB","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SIMONE","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","SOLAYMAN","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","TAREK","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","THEO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","THEODOR","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","THIAGO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","TOMMI FILIPPO","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","TYLER GIOVANNI","1","0.26"
"Valle d'Aosta/Vallée d'Aoste","2020","10","VASCO","1","0.26"
